text,label
[TITLE] 500 triệu mua attrage vios [TOPIC] otoxemay [COMMENT] túi_tiền tầm 500 triệu 1 xe sedan ưng_ý 1 suzuki ciaz 2020 giá lăn bánh 570 triệu ưu_thiết_kế hiện_đại đẹp sang_trọng tiết_kiệm nhiên_liệu động_cơ bền_bỉ nhược mất_giá xe cũ phụ_tùng thay_thế khan_hiếm 2 nissan sunny xt q 1 5 at giá lăn bánh 550 triệu ưu_thiết_kế hiện_đại đẹp sang_trọng tiết_kiệm nhiên_liệu động_cơ bền_bỉ nhược mất_giá xe cũ phụ_tùng thay_thế khan_hiếm 3 mitsubishi attrage 2020 full giá lăn bánh 530 triệu ưu_thiết_kế hiện_đại đẹp tiết_kiệm nhiên_liệu động_cơ bền_bỉ nhược mất_giá xe cũ phụ_tùng thay_thế khan_hiếm 4 toyota vios 1 5 e 5 mt giá lăn bánh 570 triệu ưu_thiết_kế đẹp cân_đối tiết_kiệm nhiên_liệu động_cơ bền_bỉ xe cũ mất_giá phụ_tùng thay_thế giá rẻ_nhược chê thùng tôn hãng xe ưu nhược_đẹp xấu xe đẹp ưng bụng mua mua 1 xe 1 4 hãng xe_nhật nêu gia_đình đi 10 km đi 150 000 km bảo_trì bảo_dưỡng tai_nạn ngập xe hư_hỏng 1 thay lọc gió lọc dầu_lốp 1 linh_kiện lặt_vặt rẻ_tiền yên_tâm mua xe,0
[TITLE] cá trê treo hai rắn [TOPIC] khoahoc [COMMENT] thiên_nhiên kỳ_thú chiến_đấu thuận tự_nhiên kết hậu,0
[TITLE] rút 3 tỷ gửi ngân_hàng mua đất [TOPIC] kinhdoanh [COMMENT] liền_tay đầu_tư rón thời_cơ đầu_tư nhà_đất vàng kiểu đầu_tư dài_hạn mua xong quên đi lợi_nhuận 10 20 giá ảnh_hưởng kiểu lạm_phát,0
[TITLE] thơ giá 700 triệu đồng hoài_linh phổ_nhạc [TOPIC] giaitri [COMMENT] hà_chương cám_ơn,0
[TITLE] chủ biên_sách_giáo_khoa khuyên giáo_viên phụ_huynh áp_lực [TOPIC] giaoduc [COMMENT] giải_pháp trường_hợp áp_lực khuyên áp_lực,0
[TITLE] tiếng vây bắt buôn ma_túy quốc_lộ [TOPIC] phapluat [COMMENT] clip sợ bọn súng xả đạn đường tử,0
[TITLE] bánh_xe bơm hơi ra_đời [TOPIC] khoahoc [COMMENT] bs thú_y ý_tưởng ra_đời bánh hơi,0
[TITLE] bác_sĩ mò dị_vật lổn_nhổn dạ_dày bệnh_nhân [TOPIC] suckhoe [COMMENT] ruột xe hả,0
[TITLE] 102 dương_tính ma_túy quán bar [TOPIC] phapluat [COMMENT] quán 3 hoạt_động ta,0
[TITLE] mắc nợ ngân_hàng vay vốn [TOPIC] kinhdoanh [COMMENT] tội_phạm tinh_vi hy_vọng ngành chức_năng quản_lý người_dân yên_tâm,0
[TITLE] ấn độ cân_nhắc gói 23 tỷ usd thu_hút nhà_sản_xuất toàn_cầu [TOPIC] kinhdoanh [COMMENT] ấn_độ nhân_công giá rẻ trình_độ ngành công_nghiệp phụ hẳn công_ty ấn_độ ưu_tiên 1,0
[TITLE] bài_toán thầy_giáo việt báo [TOPIC] giaoduc [COMMENT] team học dở_toán giơ,0
[TITLE] ảnh mùa thu suối yến thắng giải hành_trình di_sản [TOPIC] giaitri [COMMENT] tuyệt_vời ảnh đẹp mùa thu suối quê,0
[TITLE] bão áp sát khu_vực quảng_bình quảng_nam [TOPIC] thoisu [COMMENT] quê miền trung việtdãy_trường sơn ấp_ủ xóm thôn nghèonúi chập_chùng đồi dốc thác cheo_leođất cằn_cỗi ruộng cày sỏi đá dân_quê sống cần_lao vất vảmà đói_nghèo đeo_bám mãi thôibao thiên_tai giông_tố liên_hồikhiến quê mẹ tả_tơi xơ_xác bão đi bao làng quê đổ nátxóm thôn xưa in dấu điêu tànlũ_lụt gieo cảnh sống lầm_thanvốn cơ_cực khổ_nãorời quê_hương mong đi cơm_áoxa kiếp nghèo hẳn bão giôngnhưng dậy bão lòngxót lắm ôi miền trung_yêu dấu,0
[TITLE] bố_con quốc_tuấn nhạc đàn [TOPIC] giaitri [COMMENT] tuấn đàn_ông biếtcòn đứa hạnh_phúc thế_giới anhchúc hai cha_con sk có_lẽ sk sống vui_vẻ hạnh_phúcngưỡng mộ,0
[TITLE] trăm đạp xe thể_dục bịt kín đường [TOPIC] otoxemay [COMMENT] xãy ngày_một xem_thường pháp_luật cản_trở giao_thông tai_nạn chấp_hành luật giao_thông,0
[TITLE] xe chở chạy mặt trăng [TOPIC] khoahoc [COMMENT] nắm mảng vũ_trụ lẫn mảng xe,0
[TITLE] cbre giá tuyến metro 75 5 [TOPIC] kinhdoanh [COMMENT] tăng_giá giá nhà_đất giàu đi metro mua dọc tuyến metro tiếng ồn tàu_điện_vựa bụi_khói xe đường,0
[TITLE] tiếng vây bắt buôn ma_túy quốc_lộ [TOPIC] phapluat [COMMENT] đi 2 xe vũ_khí tính_toán án chúc vui_vẻ kết_quả,0
[TITLE] 125 học_viên trường y thu_hồi tốt_nghiệp [TOPIC] giaoduc [COMMENT] minh nhà_trường trách_nhiệm kinh_khủng lớp thủ_tục pháp_lý lớp liên_thông dang khổ 125 nè,0
[TITLE] đua trắng lường trump nhiễm ncov [TOPIC] thegioi [COMMENT] trump đoán trúng_vị tổng_thống hoa_kỳ đoán trúng 3 vị tổng_thống đoán trump thua,0
[TITLE] biệt đội áo trắng cuba đề_cử nobel hòa bình [TOPIC] thegioi [COMMENT] đất_nước cu nhân_ái chúc chiến_thắng,0
[TITLE] bảy gareth bale real [TOPIC] thethao [COMMENT] bale đá 251 trận 203 đá ghi 105 bàn 57 kiến_tạo trung_bình 2 trận 1 bàn thắng ghi_bàn kiến_tạo hiệu_suất mà_còn chê,0
[TITLE] 400 triệu mua xe cũ hỏng vặt [TOPIC] otoxemay [COMMENT] mua suzuki ertiga xl7 nợ phấn_đấu tiết_kiệm dần,0
[TITLE] bố bạo_hành gái 6 [TOPIC] phapluat [COMMENT] sinh,0
[TITLE] lính bắn tỉa khét_tiếng chiến_tranh lan liên_xô [TOPIC] thegioi [COMMENT] kinh_khủng 2 km kính ngắm khẩu súng ghê_gớm,0
[TITLE] chim cổ_đỏ nuôi nhầm cúc cu [TOPIC] khoahoc [COMMENT] tu_hú gọi_là chim lười loài đẻ tổ chim sâu đê tổ chích chòe,0
[TITLE] thoát chết bánh_xe_bồn [TOPIC] otoxemay [COMMENT] clip xe ben xy nhan_trái đi làn 2 xe_con đen bạc cắt mặt làn rẽ trái xe ben đánh lái đạp nhầm chân_ga tông dừng đèn_đỏ 2 xe_con chạy làn trái rẻ cắt mặt xe ben ẩu xd,0
[TITLE] bài_toán thầy_giáo việt báo [TOPIC] giaoduc [COMMENT] bài_toán giả_thuyết lời_giải giả_thuyết_xét phạm_vi trái_đất không_thể_nào tam_giác đáp_ứng đề_bài xét hình_vẽ đề_bài tam_giác đáp_ứng đề_bài tổng 3 đường 1 mm diện_tích diện_tích trái_đất không_gian vô_tận vẽ tam_giác vẽ đường nằm tam_giác đáp_ứng đề_bài 1 mm 2 đường ảo tam_giác kết_luận đề_bài tam_giác tổng 3 đường 1 mm diện_tích tam_giác diện_tích trái_đất 510 100 000 km2,0
[TITLE] bốn nguy_cơ lây_nhiễm covid 19 việt_nam [TOPIC] thoisu [COMMENT] khâu kiểm_soát nhập_cảnh khả_thi hiệu_quả phát_hiện virus biểu_hiện triệu_chứng đi lang_thang lây bệnh cộng_đồng 100 triệu dân xét_nghiệm pcr toàn_bộ 100 triệu dân đợt bùng_phát tiếp lọt nhập_cảnh mầm bệnh chiến_lược nhanh_chóng xét_nghiệm pcr truy_vết phát_hiện cách_ly 14 phạm_vi lãnh_thổ mấu_chốt cách_ly 5 1 nửa virus nhiễm_bệnh triệu_chứng_chỉ phát_hiện pcr 14 virus nhân số_lượng xét_nghiệm pcr_dương_tính cách_ly 14 virus cộng_đồng làn_sóng nhập_cảnh dựa cách_ly tự_nguyện,0
[TITLE] thủy điện xả lũ [TOPIC] thoisu [COMMENT] xả khúc,0
[TITLE] 400 triệu mua hyundai i10 vinfast fadil [TOPIC] otoxemay [COMMENT] khổ chạy thử đi fadil phân_khúc mặt,0
[TITLE] thoát nhốt cốp ôtô [TOPIC] otoxemay [COMMENT] xe thị_trường mỹ nút cốp phát trường_hợp vô_ý kẹt bắt_cóc,0
[TITLE] bão áp sát khu_vực quảng_bình quảng_nam [TOPIC] thoisu [COMMENT] ạ_vệ_tinh mây hẳn đất_liền đà_nẵng tạm bình_yên,0
[TITLE] bước_tiến diệu_kỳ trúc nhi_diệu nhi [TOPIC] suckhoe [COMMENT] bs định diệu_kỳ cúi đầu đội ngủ y_bác_sĩ chúc sức khỏe,0
[TITLE] cô_giáo dừng công_tác bảo_vệ trẻ [TOPIC] giaoduc [COMMENT] ko can ôm bé con_nít 2 j đánh đàn_ông j bắt_nạt con_nít,1
[TITLE] chadwick boseman_chiến_binh kiên_cường [TOPIC] giaitri [COMMENT] tiktok clip tri_ân khán_giả cảnh hành_động đẹp diễn_xuất r i p báo đen avenger đế_chế wankanda chết chấm_hết,0
[TITLE] bartomeu messi đi [TOPIC] thethao [COMMENT] tóm_lại barca tiền m10,0
[TITLE] bọ biển khổng_lồ triệu đồng [TOPIC] kinhdoanh [COMMENT] h mọc_vây thở cá biển cá sông tiêu,0
[TITLE] bale trở tottenham [TOPIC] thethao [COMMENT] bale tot đá 4 3 3 bá_đạo bale son_đá 2 cánh kane đá cắm thử_hỏi hàng_thủ nổi,0
[TITLE] ẩn_họa món tiết_canh lợn [TOPIC] suckhoe [COMMENT] ảnh_hưởng sức khỏe_cộng đông kg cấm đi,0
[TITLE] 60 trạm quan_trắc đo thủ_công [TOPIC] thoisu [COMMENT] trời 4 0 5 g khóc,0
[TITLE] chuyển_nhượng barca 23 9 barca semedo [TOPIC] thethao [COMMENT] tiếc tài_năng bật dani alves,0
[TITLE] cá mặt trăng_hiếm chết_ngạt đè [TOPIC] khoahoc [COMMENT] mấy miệng việt_nam nhà_hàng,0
[TITLE] 350 000 bé hàng chào_đời [TOPIC] suckhoe [COMMENT] hành_vi độc_ác tội cố_ý giết trẻ_em thời_buổi bao cao_su đầy_rẫy xảy ca phá_thai đau_lòng,1
[TITLE] căn_hộ tỷ đồng dần biến [TOPIC] kinhdoanh [COMMENT] giá sg gấp rưỡi hn sg trung_tâm 25 km chào_bán giá 2 5 tỷ 50 m2 hn trung_tâm 5 km chào_giá 1 6 tỷ 55 m2 chủ đầu_tư hài,0
[TITLE] 5 cháu bé mẹ chăn dắt ăn_xin [TOPIC] phapluat [COMMENT] ôi trời đọc thế_này nổi da gà,0
[TITLE] doanh_nghiệp eu trung_tâm logistics 1 tỷ usd [TOPIC] kinhdoanh [COMMENT] mùa dịch nhà_đầu_tư hoan_nghênh việc_làm xây_dựng vận_tải phát_sinh việc_làm việt,0
[TITLE] 26 trẻ mồ_côi chùa ngộ_độc [TOPIC] suckhoe [COMMENT] mong cháu vui_khỏe khổ_ải trần_gian,0
[TITLE] bẫy camera ghi thước phim hiếm mèo núi trung_hoa [TOPIC] khoahoc [COMMENT] ôi đẹp thời_buổi kiếm mồi vất_vả lắm mấy hạt ship 3,0
[TITLE] 7 ngộ_độc pate_minh chay thở máy [TOPIC] suckhoe [COMMENT] bình_thường ăn_pate ngộ_độc thương_hàn hoặc_lỵ nhiễm hẳn clos liệt cơ_sợ,0
[TITLE] bé bỏ_rơi khe tường xuất_viện [TOPIC] suckhoe [COMMENT] tin_vui,0
[TITLE] bộ_đồ bay_phản_lực nhân_viên cứu_thương [TOPIC] khoahoc [COMMENT] phương_tiện tương_lai,0
[TITLE] 400 triệu attrage soluto [TOPIC] otoxemay [COMMENT] túi_tiền xe ko ưng,0
[TITLE] cá chết hàng_loạt sông yellowstone [TOPIC] khoahoc [COMMENT] mỹ xả thải ô_nhiễm môi_trường,1
[TITLE] bắt cá ruộng đồng cạn [TOPIC] thoisu [COMMENT] quê miền trung,0
[TITLE] 4 điểm_nóng tranh_luận trump biden [TOPIC] thegioi [COMMENT] 2 già mỹ thế_giới ổn_định hy_vọng trump thắng ta khỏe joe biến_động,0
[TITLE] kona 2 0 seltos luxury [TOPIC] otoxemay [COMMENT] kona đẹp tham_nhiều chi_tiết ngoại_thất xe hàn_bạn chạy thử quyết,0
[TITLE] bão hướng quảng_bình quảng_ngãi [TOPIC] thoisu [COMMENT] đà_nẵng đen covid 19 tàn_phá bão,0
[TITLE] đình_chỉ học cắt tóc ngắn [TOPIC] giaoduc [COMMENT] quy_định quái_gở,1
[TITLE] bùi_chí_vinh xúc_động tứ_quái tkkg tái_bản [TOPIC] giaitri [COMMENT] đọc tập nhịn mua bộ_bản phóng_tác gần_gũi dịch nguyên_tác,0
[TITLE] bale trở tottenham [TOPIC] thethao [COMMENT] tot cup c1 suy 1 fan xấu_tính messi,0
[TITLE] học_sinh thpt điện_thoại học [TOPIC] giaoduc [COMMENT] đồng_ý 2 mua giới_hạn tầm 30 p lớp kiểm_soát,0
[TITLE] phục_dựng gương_mặt 54 hoàng_đế la_mã [TOPIC] khoahoc [COMMENT] đẹp trai ánh mắt cấu_tạo miệng độc_đoán sợ,0
[TITLE] 400 triệu attrage soluto [TOPIC] otoxemay [COMMENT] attrage soluto_ổn thiết_kế cục máy 1 4 l đi lâu_dài 1 4,0
[TITLE] alibaba rót 3 tỷ usd grab [TOPIC] kinhdoanh [COMMENT] tập_đoàn tq đối_tác phát_triển thị_trường kết_hợp alibaba grab cực_kỳ,0
[TITLE] 10 xoay cục_diện bầu_cử mỹ [TOPIC] thegioi [COMMENT] bỏ_phiếu thư kiểm_soát gian_lận công_bằng khách_quan người_dân mỹ_chịu_khó bỏ_phiếu thùng phiếu đi chợ mua_sắm đi bầu sợ dịch đeo khẩu_trang đi bầu phòng_chống dịch_hiệu đảm bầu_cử mau_lẹ trung_thực khách_quan,0
[TITLE] 5 real [TOPIC] thethao [COMMENT] rm clb thay máu ảnh_hưởng covid rm rơi khủng_hoảng rm cr7 perez gánh xiếc đội đầu tan_nát chả,0
[TITLE] dàn mừng sinh_nhật_đàm vĩnh_hưng [TOPIC] giaitri [COMMENT] chúc dvh vui_mạnh thành_công cống_hiến khán_giả hit,0
[TITLE] bác_sĩ bệnh_nhân rắn_hổ cắn tử_thần [TOPIC] suckhoe [COMMENT] cám_ơn y_bác_sĩ cố_gắng hết_sức cứu_chữa bệnh_nhân chúc bệnh_nhân mau_chóng bình_phục khỏe,0
[TITLE] 10 gia_đình giàu châu_á [TOPIC] kinhdoanh [COMMENT] 10 gia_tộc 6 gốc hoa,0
[TITLE] băng ca áp_lực âm_made in vietnam [TOPIC] khoahoc [COMMENT] đỉnh kỹ_thuật lẫn thẩm_mỹ mong nhà_đầu_tư chung_tay sản_xuất đại_trà,0
[TITLE] trump liên_tục ngắt biden [TOPIC] thegioi [COMMENT] nhiệm_kỳ 2 tiếp_nối nhiệm_kỳ 1 dang_dở thông_điệp nhất_quán thông_điệp xuyên suốt trump mất_điểm tư_tưởng nhất_quán phe đối_lập nhạo lắm thông_điệp,0
[TITLE] dàn diện đồ đơn_sắc đi sự_kiện [TOPIC] giaitri [COMMENT] tiểu_vy mặc quần nhăn_nhúm mpt đẹp,1
[TITLE] 6 chết bão noul [TOPIC] thoisu [COMMENT] dự_báo thời_tiết nhân_viên cây_xanh cưa cắt tàn đường_phố toang_hoang buồn công_tác ứng_phó hiệu_quả,0
[TITLE] bố bạo_hành gái 6 [TOPIC] phapluat [COMMENT] ma túy con_người lý_trí ruột lm,1
[TITLE] 50 vàng đầu_tư [TOPIC] kinhdoanh [COMMENT] tình_hình kinh_tế bơm tiền lạm_phát tiếp_diễn tương_lai đầu_tư váng tài_sản trú_ẩn an_toàn đất tài_sản bđs trú_ẩn kém thanh_khoản,0
[TITLE] 300 triệu mua chevrolet cruze 2015 [TOPIC] otoxemay [COMMENT] 300 triệu mua xe đi đầm lành_bản sàn 7 8 lít 100 km chấp_nhận,0
[TITLE] chuột đầm lầy khổng_lồ xâm_chiếm công_viên texas [TOPIC] khoahoc [COMMENT] quán vịt chuột nướng,0
[TITLE] 5 cháu bé mẹ chăn dắt ăn_xin [TOPIC] phapluat [COMMENT] mãi sống đi ác_nghiệp,1
[TITLE] cá mặt trăng_hiếm chết_ngạt đè [TOPIC] khoahoc [COMMENT] tàn_nhẫn,0
[TITLE] cá_sấu cổ_đại khổng_lồ to chuối [TOPIC] khoahoc [COMMENT] to chuối khủng_khiếp,0
[TITLE] 7 huyện thị_xã thừa thiên_huế điện [TOPIC] thoisu [COMMENT] bão,0
[TITLE] ăn_trộm nửa chó đêm [TOPIC] phapluat [COMMENT] nuôi mèo bắt chuột nhắt mèo tặc bắt vợ khóc,0
[TITLE] kona 2 0 seltos luxury [TOPIC] otoxemay [COMMENT] seltos_lux cắt option hơi buồn_cười cam_lùi màn_hình cắt luật xe ô_tô cam_lùi hài,0
[TITLE] brad pitt mời diễn angelina jolie tòa làm_chứng [TOPIC] giaitri [COMMENT] jolia quá_thể yêu yêu chia_tay cạn_tình nghĩa_con 2 tình nghĩa_cư_xử thế_này sợ người_đời cười_chê bình_thường chia_tay đối_phương giang_tay đón trách_nhiệm mừng nhỉ_đằng ghê_gớm cuộc_sống thực_cô vô_cùng tham_vọng,1
[TITLE] bayern_đoạt siêu_cup châu_âu [TOPIC] thethao [COMMENT] bayern may nổi,0
[TITLE] biden gọi màn tranh_luận trump nỗi hổ_thẹn quốc_gia [TOPIC] thegioi [COMMENT] tranh_luận 2 tin_nổicuộc tranh_luận ngang tranh_luận cãi_vã nhauchả trọng_tâm chèn họng công_kích,1
[TITLE] chương_trình lớp 1 xác_đáng [TOPIC] giaoduc [COMMENT] chương_trình lớp 1 phản_khoa_học,1
[TITLE] angelina jolie ủng_hộ hai bé từ_thiện [TOPIC] giaitri [COMMENT] angelina giàu_lòng nhân_ái nể_phục,0
[TITLE] bắt gấu_nâu truy_nã gắt_gao châu_âu [TOPIC] khoahoc [COMMENT] đồng_ý rừng chán nuôi nhốt bảy lượt thoát_thân bắt nhốt tội_nghiệp,0
[TITLE] chương_trình ép_học tiếng việt [TOPIC] giaoduc [COMMENT] nhẹ cô_giáo mong học_sinh học nuốt_trôi sách,0
[TITLE] bảy gareth bale real [TOPIC] thethao [COMMENT] thống_kế nốt 7 kiếm bao tiền,0
[TITLE] 600 triệu mua suzuki xl7 kia seltos [TOPIC] otoxemay [COMMENT] xe_nhật đi lành mẫu_mã_optin mua xe trung_quốc khoản xe hàn,0
[TITLE] cuộc_sống nhạc_sĩ khiếm_thị thanh_bình [TOPIC] giaitri [COMMENT] chúc anh_chị mãi hạnh_phúc,0
[TITLE] bước_tiến diệu_kỳ trúc nhi_diệu nhi [TOPIC] suckhoe [COMMENT] chúc 2 cháu vui_khỏe mừng,0
[TITLE] chàng trai việt duy_nhất bốn 9 0 ielts [TOPIC] giaoduc [COMMENT] chọn_nghiệp giáo_viên tiếng cố_gắng điểm_số kỳ thi tiếng đơn_thuần phương_tiện giao_tiếp sức_lực giành điểm_số,1
[TITLE] chủ cũ mèo cưng mất_tích 12 [TOPIC] khoahoc [COMMENT] sống 12 cao_tuổi ghê,0
[TITLE] bố_con quốc_tuấn nhạc đàn [TOPIC] giaitri [COMMENT] cầu mong_chú tích_cực niềm cảm_hứng,0
[TITLE] căn_hộ tỷ đồng dần biến [TOPIC] kinhdoanh [COMMENT] giá vàng tăng_giá trung_bình 30 vàng,0
[TITLE] 400 triệu mua hyundai i10 vinfast fadil [TOPIC] otoxemay [COMMENT] fadil nha xe cứng_cáp trang_bị an_toàn,0
[TITLE] 10 ôtô bán_chạy hàn_quốc nửa đầu 2020 [TOPIC] otoxemay [COMMENT] dòng xe cao_cấp hàn ngon người_dân tôn_tinh_thần dân_tộc xe đức đánh_bại xe nc tt việt_nam đất nc nghèo phát_triển tâm_lí_thích khoe khoang hàng thương_hiệu trung_quốc vn dần phát_triển sp người_dân tự_hào ủng_hộ,0
[TITLE] bước_tiến diệu_kỳ trúc nhi_diệu nhi [TOPIC] suckhoe [COMMENT] 2 yêu cầu chúc 2 bình_an,0
[TITLE] ẩn_họa món tiết_canh lợn [TOPIC] suckhoe [COMMENT] tiết_canh thay_tiết củ dền đỏ bột sương_sáo ngon an_toàn độ ngon 70 80,0
[TITLE] phụ_kiện ôtô đại_lý chào [TOPIC] otoxemay [COMMENT] khuyên mua xe trừ thẳng tiền trừ sạch đừng ham hố mấy,0
[TITLE] chuỗi gà rán kfc lotteria jollibee kinh_doanh [TOPIC] kinhdoanh [COMMENT] sống nc bữa kfc bữa trưa bữa tối rẻ_hợp túi_tiền no bụng vn tui mấy quán đồ_ăn vn ngon,0
[TITLE] áp_thấp_nhiệt_đới thành bão [TOPIC] thoisu [COMMENT] mong bão tan ảnh_hưởng miền trung kho khăn covid,0
[TITLE] bốn thí_sinh tranh_tài chung_kết olympia [TOPIC] giaoduc [COMMENT] quê_hương ninh_bình thí_sinh chung_kết chúc cháu thành_công vinh_quang,0
[TITLE] cô_giáo dừng công_tác bảo_vệ trẻ [TOPIC] giaoduc [COMMENT] xử nghiêm phụ_huynh cô_giáo,0
[TITLE] angelina jolie sáu đi [TOPIC] giaitri [COMMENT] giỏi_giang xinh_đẹp mạnh_mẽ độc_lập yêu_thương con_cái đàn_ông trường_hợp ủng_hộ angie,0
